NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,3609652,3611918,0,1792,62991963755,35151765.5,6637571.5,777185,103783399,43380811.4,ampere_sgemm_128x128_tn
,,3609652,3611918,0,3584,47945678966,13377700.6,3158666.5,129728,101565646,25535891.3,ampere_sgemm_128x128_nt
,,3609652,3611918,0,3584,1057654817,295104.6,78672.0,7520,1146401,440598.6,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4, (int)4>>(T3)"
,,3609652,3611918,0,3888,340889908,87677.4,24192.0,3456,376289,137305.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,3609652,3611918,0,5376,304266221,56597.1,14656.0,2976,318560,87737.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,3609652,3611918,0,4880,271962441,55730.0,26736.0,4832,1788099,122394.2,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
,,3609652,3611918,0,5376,205374852,38202.2,12512.0,2464,198913,54914.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,3609652,3611918,0,5376,194601709,36198.2,6304.0,2368,206048,58981.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,3609652,3611918,0,3584,183683094,51250.9,28400.0,5088,373889,59750.8,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(bool, unsigned int, unsigned int) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,3609652,3611918,0,384,172755427,449883.9,334593.0,19296,1215010,334076.6,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
,,3609652,3611918,0,5376,131386646,24439.5,11712.0,6976,100224,28669.6,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(bool, bool) (instance 1)]>, unsigned int, bool, (int)4, (int)4>>(T3)"
,,3609652,3611918,0,1840,129954100,70627.2,18048.0,1824,2252419,233569.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,3609652,3611918,0,5376,129181228,24029.2,6560.0,2368,136000,36458.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,3609652,3611918,0,189,128216343,678393.3,229793.0,166368,15959788,1757164.7,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
,,3609652,3611918,0,256,125356351,489673.2,182592.5,48032,2034722,624569.7,void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688gemm_f16_64x64_tn_align1>(T1::Params)
,,3609652,3611918,0,576,108244427,187924.4,111136.5,33952,1233186,263374.5,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_tn
,,3609652,3611918,0,16,107751504,6734469.0,6732199.0,6728136,6769737,9508.8,"void at::native::<unnamed>::cunn_SoftMaxForward<(int)8, c10::Half, float, float, at::native::<unnamed>::SoftMaxForwardEpilogue>(T4 *, const T2 *, int)"
,,3609652,3611918,0,224,107036333,477840.8,446113.0,277185,727906,148743.3,ampere_fp16_s16816gemm_fp16_128x256_ldg8_f2f_stages_64x3_tn
,,3609652,3611918,0,608,100799620,165788.8,111168.0,28193,752449,181486.5,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
,,3609652,3611918,0,1315,79860193,60730.2,12192.0,4096,1468931,174355.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,3609652,3611918,0,256,78843581,307982.7,127552.0,30848,1247905,381392.2,void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688gemm_f16_64x64_nn_align1>(T1::Params)
